code_grade_NEG;code_etat_grade;libelle_grade_NEG;code_FP;code_grade_NEG_rempl;date_supp_remp_grille;code_etat_grade_rempl;libelle_grade_NEG_rempl
N00424;8;MONITEUR EDUCATEUR DE 2EME CLASSE;510;N00422;01/01/1972;7;MONITEUR EDUCATEUR DES SERVICES DEPARTEMENTAUX DE L'AIDE
N00442;8;AIDE RADIOLOGISTE;510;N00441;25/07/1964;1;AIDE D'ELECTRORADIOLOGIE DE CLASSE NORMALE(*)
N00453;8;CHEF DE SECTION PRINCIPAL;510;N00452;14/06/1982;7;ADJOINT TECHNIQUE CHEF
N00454;8;CHEF DE SECTION;510;N00452;14/06/1982;7;ADJOINT TECHNIQUE CHEF
N00456;8;CHEF DE CULTURE;510;N00455;01/12/1972;7;ADJOINT TECHNIQUE
N00461;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS;510;N00460;07/01/1977;7;CONTREMAITRE
N00462;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS DE 2E CATEGORIE;510;N00461;12/09/1964;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS
N00463;2;CHEF D'EQUIPE;510;N00461;12/09/1964;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS
N00471;2;;510;N00467;03/09/1964;7;OUVRIER PROFESSIONNEL 1ERE CATEGORIE
N00472;2;;510;N00469;03/09/1964;7;OUVRIER PROFESSIONNEL 2IEME CATEGORIE
N00474;2;;510;N00473;12/09/1964;7;OUVRIER PROFESSIONNEL 3IEME CATEGORIE
N00477;8;MANOEUVRE SPECIALISE CADRE D'EXTINCTION;510;N00476;01/01/1983;1;MANOEUVRE *
N00478;8;MANOEUVRE 1ERE CATEGORIE;510;N00476;01/01/1983;1;MANOEUVRE *
N00479;8;MANOEUVRE 2E CATEGORIE;510;N00476;01/01/1983;1;MANOEUVRE *
N00480;2;MANOEUVRE DE FORCE;510;N00479;12/09/1972;8;MANOEUVRE 2E CATEGORIE
N00483;2;CONDUCTEUR D AUTOMOBILES POIDS LOURDS;510;N00482;29/09/1972;7;CONDUCTEUR D'AUTOMOBILES PREMIERE CATEGORIE
N00485;2;CONDUCTEUR AUTO TOURISME UTILITAIRE;510;N00484;29/09/1972;7;CONDUCTEUR D'AUTOMOBILES 2IEME CATEGORIE
N00487;2;SURVEILLANT DES SERVICES GENERAUX;510;N00486;29/09/1972;7;SURVEILLANT DE SERVICE INTERIEUR
N00490;8;AGENT DU SERVICE INTERIEUR DE PREMIERE CATEGORIE;510;N00489;01/01/1983;7;AGENT DU SERVICE INTERIEUR
N00491;8;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE;510;N00489;01/01/1983;7;AGENT DU SERVICE INTERIEUR
N00492;2;AGENT DU SERVICE INTERIEUR;510;N00491;01/10/1975;8;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE
N00493;2;AGENT DU SERVICE INTERIEUR DE PREMIERE CATEGORIE;510;N00492;29/09/1972;2;AGENT DU SERVICE INTERIEUR
N00494;2;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE;510;N00492;29/09/1972;2;AGENT DU SERVICE INTERIEUR
N00495;2;PREPOSE;510;N00493;12/09/1964;2;AGENT DU SERVICE INTERIEUR DE PREMIERE CATEGORIE
N00496;2;HUISSIER CONCIERGE;510;N00493;12/09/1964;2;AGENT DU SERVICE INTERIEUR DE PREMIERE CATEGORIE
N00497;2;CONCIERGE CHARGE DU CONTROLE DES ENTREES OU D'UN STANDARD;510;N00494;12/09/1964;2;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE
N00498;2;;510;N00494;12/09/1964;2;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE
N00499;2;GARCON D AMPHITHEATRE;510;N00494;12/09/1964;2;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE
N00500;2;GARCON DE LABORATOIRE;510;N00491;01/10/1975;8;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE
N00524;8;CONTREMAITRE PRINCIPAL *NOMME AVANT LE 02 02 77;510;N00459;02/02/1977;7;CONTREMAITRE PRINCIPAL *NOMME APRES LE 02 02 77
N00560;2;CHEF DE BUREAU OPHLM DE 3001 A 5000 LOGEMENTS;114;N00559;03/03/1965;7;CHEF DE BUREAU OPHLM DE PLUS DE 2250 LOGEMENTS
N00561;8;CHEF DE BUREAU OPHLM DE PLUS DE 10000 LOGEMENTS;114;N00559;11/03/1973;7;CHEF DE BUREAU OPHLM DE PLUS DE 2250 LOGEMENTS
N00587;8;CHEF DE SECTION PRINCIPAL OPHLM;114;N00586;02/04/1980;7;ADJOINT TECHNIQUE CHEF OPHLM
N00589;8;CHEF DE SECTION OPHLM;114;N00588;02/04/1980;7;ADJOINT TECHNIQUE PRINCIPAL
N00591;8;VERIFICATEUR D ARCHITECTURE OPHLM;114;N00590;17/12/1965;7;ADJOINT TECHNIQUE OPHLM DE PLUS DE 800 LOGEMENTS
N00650;2;OUVRIER CHEF DE 1ERE CATEGORIE DES OPHLM;114;N00648;01/01/1974;7;OUVRIER PROFESSIONNEL DE 1ERE CATEGORIE DES OPHLM
N00655;8;SOUS DIRECTEUR DES SERVICES CENTRAUX DE L'ASSISTANCE PUBLI-;610;F00022;20/02/1988;1;SOUS DIRECTEUR SERVICES CENTRAUX A P DE PARIS(*)
N00681;8;DIRECTEUR ECONOME ETABLISSEMENTS DE 51 A 100 LITS;510;N00321;12/05/1985;7;PERSONNEL DE DIRECTION 4E CLASSE
P03110;;;;G03110;01/01/1974;;
P03114;;;;G03114;01/01/1974;;
P03150;;;;G03150;01/01/1974;;
P03510;;;;G03510;01/01/1974;;
P04110;;;;G04110;01/01/1974;;
P04114;;;;G04114;01/01/1974;;
P04150;;;;G04150;01/01/1974;;
P04510;;;;G04510;01/01/1974;;
P05110;;;;G05110;01/01/1974;;
P05114;;;;G05114;01/01/1974;;
P05150;;;;G05150;01/01/1974;;
P05510;;;;G05510;01/01/1974;;
P06110;;;;G06110;01/01/1974;;
P06114;;;;G06114;01/01/1974;;
P06150;;;;G06150;01/01/1974;;
P06510;;;;G06510;01/01/1974;;
S00183;8;;510;S03143;26/08/1982;1;
S00293;8;PUPITREUR;510;S16281;01/01/1991;1;PUPITREUR
S00415;2;ASSISTANT D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S00461;2;CONSERVATEUR DES INSTALLATIONS SPORTIVES;110;S00460;30/12/1985;1;RESPONSABLE TECHNIQUE DES INSTALLATIONS ET MANIFESTATIONS
S00512;2;ASSISTANT D'ETUDES EN AMENAGEMENT;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S00518;2;DIRECTEUR D'ETUDES EN AMENAGEMENT ET ENVIRONNEMENT;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S00526;2;CHARGE D'ETUDES EN AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00527;2;ASSISTANT D'ETUDES EN AMENAGEMENT;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S00597;2;CLAVISTE;110;S05688;31/03/1987;1;CLAVISTE
S00631;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S00644;2;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00645;2;DIRECTEUR D'ETUDES EN AMENAGEMENT;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S00649;2;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00651;2;CHARGE D'ETUDES EN AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00680;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00686;2;DIRECTEUR D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S00687;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00688;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S00737;8;DELEGUE A L'AMENAGEMENT DE L'ESPACE URBAIN;110;S00736;09/04/1985;1;DELEGUE GENERAL DE L'AMENAGEMENT URBAIN
S00807;8;CONCIERGE DE CIMETIERE 1ERE CATEGORIE;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
S00807;8;CONCIERGE DE CIMETIERE 1ERE CATEGORIE;110;S00806;01/01/1983;1;CONCIERGE DE CIMETIERE
S00808;8;CONCIERGE DE CIMETIERE 2IEME CATEGORIE;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
S00808;8;CONCIERGE DE CIMETIERE 2IEME CATEGORIE;110;S00806;01/01/1983;1;CONCIERGE DE CIMETIERE
S00810;8;CONCIERGE D'ECOLE 1ERE CATEGORIE;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
S00810;8;CONCIERGE D'ECOLE 1ERE CATEGORIE;110;S00809;01/01/1983;1;CONCIERGE D'ECOLE
S00811;8;CONCIERGE D'ECOLE 2IEME CATEGORIE;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
S00811;8;CONCIERGE D'ECOLE 2IEME CATEGORIE;110;S00809;01/01/1983;1;CONCIERGE D'ECOLE
S00813;8;GARDIEN DE SQUARE 1ERE CATEGORIE;110;N00288;01/01/1983;7;GARDIEN DE CIMETIERE
S00813;8;GARDIEN DE SQUARE 1ERE CATEGORIE;110;S00812;01/01/1983;1;GARDIEN DE SQUARE
S00814;8;GARDIEN DE SQUARE 2EME CATEGORIE;110;N00288;01/01/1983;7;GARDIEN DE CIMETIERE
S00814;8;GARDIEN DE SQUARE 2EME CATEGORIE;110;S00812;01/01/1983;1;GARDIEN DE SQUARE
S00816;8;;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
S00816;8;;110;S00815;01/01/1983;1;
S00817;8;;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
S00817;8;;110;S00815;01/01/1983;1;
S00928;2;BRIGADIER DE PARCS ET CIMETIERES;110;S09670;01/01/1991;1;AGENT DE SURVEILLANCE QUALIFIE
S00929;2;BRIGADIER DES PARCS ET JARDINS;110;S09670;01/01/1990;1;AGENT DE SURVEILLANCE QUALIFIE
S00930;8;BRIGADIER CHEF DES PARCS ET JARDINS;110;S09691;01/01/1990;1;AGENT DE SURVEILLANCE PRINCIPAL
S00931;2;GARDIEN DE CIMETIERE ET DE PARCS;110;S09937;01/08/1991;1;AGENT DE SURVEILLANCE
S00932;2;SURVEILLANT DES PARCS ET JARDINS;110;S09937;01/01/1991;1;AGENT DE SURVEILLANCE
S00941;2;CHEF DE SERVICE DE BIBLIOTHEQUE;110;S00940;01/05/1981;1;CHEF DE SERVICE COORDONNATEUR DE L'ENSEMBLE DES SERVICES ET
S00965;8;;110;S00964;27/08/1981;1;RESPONSABLE DU PERSONNEL DE SERVICE
S00971;2;ASSISTANT D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S00978;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S00994;2;ASSISTANT D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S01005;2;CHARGE D'ETUDES EN AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01060;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01064;2;ASSISTANT D'ETUDES EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S01076;2;PROFESSEUR DE GROS CUIVRES;110;S01073;01/01/1986;1;PROFESSEUR DE PETITS CUIVRES
S01091;2;CHARGE D'ETUDES EN URBANISME ET AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01106;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01125;2;DIRECTEUR D'ETUDE EN AMENAGEMENT OU URBANISME;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S01138;2;CHARGE D'ETUDES;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01163;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01276;2;AGENT DE REDACTION;110;S01271;21/03/1981;1;CHEF DU SECRETARIAT PARTICULIER DU MAIRE (*)
S01379;2;DIRECTEUR D'ETUDES EN URBANISME ET AMENAGEMENT;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S01391;2;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01617;2;REGISSEUR DE GYMNASE;110;S01616;01/08/1980;1;REGISSEUR DES INSTALLATIONS SPORTIVES
S01628;2;CHARGE D'ETUDES;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01629;2;ASSISTANT D'ETUDES;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S01677;8;ASSISTANT D'ETUDES EN AMENAGEMENT ET URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S01699;2;CHARGE D'ETUDES EN AMENAGEMENT ET URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01718;2;CHARGE D'ETUDES EN AMENAGEMENT ET URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01726;2;CHARGE D'ETUDES EN AMENAGEMENT ET URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01765;2;CHARGE D'ETUDES EN AMENAGEMENT ET URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S01780;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S01806;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S01849;2;CHEF DE PARC AUTOMOBILE  CAT 2;110;S01848;01/01/1982;1;CHEF DES SERVICES AUTOMOBILES ET DE VOIRIES
S01885;8;CHEF DE STATION TOUTES SPECIALITES ( CLASSE NORMALE ET;210;S10618;01/07/1991;8;AGENT DE MAITRISE  2E CATEGORIE
S01909;2;GESTIONNAIRE DES CANTINES SCOLAIRES;110;S01908;10/02/1978;1;DIRECTEUR ECONOME
S01912;2;DIRECTEUR ECONOME DES CANTINES SCOLAIRES;110;S01911;01/11/1981;7;DIRECTEUR DES RESTAURANTS
S02037;2;CHEF DES ATELIERS;110;N00174;13/06/1981;7;CHEF DE TRAVAUX OU CHEF D'ATELIER COMMUNAL
S02051;2;;110;S02050;01/06/1968;1;
S02121;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S02126;2;CHEF D'USINE DE LA STATION D'EPURATION;110;N00255;24/02/1985;7;BIBLIOTHECAIRE 2E CATEGORIE * ( + DE 20 000 HABITANTS )
S02171;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S02216;2;SURVEILLANT DE LA VOIE PUBLIQUE;110;S02218;18/01/1979;1;SURVEILLANT DE LA VOIE PUBLIQUE
S02217;2;CHEF SURVEILLANT;110;S02219;18/01/1979;1;CHEF SURVEILLANT
S02540;2;RESPONSABLE DU PALAIS DES SPORTS;110;N00120;13/10/1981;7;SURVEILLANT DE TRAVAUX OU CONTREMAITRE COMMUNAL - VILLE PLUS
S02710;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S02741;8;PROFESSEURS SPECIAUX DE CHANT ET D EDUCATION PHYSIQUE DES;110;S10321;01/01/1991;1;PROFESSEUR D EDUCATION PHYSIQUE DES ECOLES PRIMAIRES
S02772;2;ASSISTANT D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S02779;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S02883;2;DIRECTEUR D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S02897;2;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME AU SERVICE DE;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S02996;2;DIRECTEUR DE L'OMI;110;S02984;16/03/1982;1;DIRECTEUR DE L'INFORMATIQUE
S03015;2;DIRECTEUR D'ETUDES EN AMENAGEMENT ET URBANISME;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S03017;8;JOURNALISTE DELEGUE A L'INFORMATION;110;S03016;08/07/1985;1;CHARGE DE COMMUNICATION*
S03018;8;SECRETAIRE DELEGUE AU CABINET DU MAIRE;110;S03016;08/07/1985;1;CHARGE DE COMMUNICATION*
S03099;8;PROFESSEUR DIRECTEUR A L'ECOLE MUNICIPALE DE MUSIQUE;110;S03098;27/03/1973;1;DIRECTEUR DU CONSERVATOIRE DE MUSIQUE
S03431;8;CHEF DU SERVICE D'INCENDIE ET DE SECOURS;150;S10713;01/07/1983;7;CHEF DU SERVICE D INCENDIE ET DE SECOURS
S03496;2;ASSISTANT D'ETUDES;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S03734;2;CHARGE D'ETUDES EN AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S03937;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04171;2;MONITEUR D EDUCATION MUSICALE;110;N00230;03/08/1978;7;ADJOINT D ENSEIGNEMENT MUSICAL * AVEC DIPLOME
S04248;2;CHARGE D'ETUDES EN AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04250;2;ASSISTANT D'ETUDES EN AMENAGEMENT;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S04418;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04440;2;DIRECTEUR D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00718;09/02/1990;7;DIRECTEUR D ETUDES EN AMENAGEMENT OU EN URBANISME
S04463;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04506;2;ASSISTANT D'ETUDES;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S04528;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04537;2;CHARGE D'ETUDES EN URBANISME ET CADRE DE VIE;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04554;2;ASSISTANT D'ETUDES EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S04556;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04581;2;CHARGE D'ETUDES EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04610;2;ASSISTANT D'ETUDES EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S04629;2;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04630;2;CHARGE D'ETUDES PRINCIPAL EN AMENAGEMENT OU EN URBANISME;110;N00721;09/02/1990;7;CHARGE D ETUDES PRINCIPAL EN AMENAGEMENT OU EN URBANISME
S04892;2;PROFESSEUR TECHNIQUE;110;S01039;01/01/1986;1;PROFESSEUR TECHNIQUE
S04903;2;MEDECIN DES SERVICES PMI;110;N00733;01/02/1985;7;MEDECIN P M I
S04914;2;CHARGE D'ETUDES EN AMENAGEMENT;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S04970;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S05225;2;MEDECIN DE PMI;110;N00733;01/06/1978;7;MEDECIN P M I
S05280;8;OUVRIER DEPARTEMENTAL D'ASSAINISSEMENT;110;S06550;01/01/1978;1;EGOUTIER CL NORMALE
S05337;2;CHEF D'EQUIPE D'ASSAINISSEMENT;110;S06549;01/01/1978;8;CHEF EGOUTIER DE LA VILLE DE PARIS
S05338;8;OUVRIER DEPARTEMENTAL D'ASSAINISSEMENT;110;S06550;01/01/1978;1;EGOUTIER CL NORMALE
S05391;2;MEDECIN PMI;110;N00733;01/02/1971;7;MEDECIN P M I
S05506;2;MEDECIN DE PMI;110;N00733;01/07/1987;7;MEDECIN P M I
S05585;8;ASSISTANT D'ETUDES EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S05592;2;CHARGE D'ETUDES EN AMENAGEMENT ET EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S05684;2;ASSISTANT D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S05685;2;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME;110;N00720;09/02/1990;7;CHARGE D ETUDES EN AMENAGEMENT OU EN URBANISME
S05718;2;ASSISTANT D ETUDES EN AMENAGEMENT;110;N00719;09/02/1990;7;ASSISTANT D ETUDES EN AMENAGEMENT OU EN URBANISME
S05748;2;MEDECIN PMI;110;N00733;01/02/1985;7;MEDECIN P M I
S05852;8;SECRETAIRE MEDICAL ET SOCIAL;110;S11568;01/08/1994;8;SECRETAIRE MEDICAL ET SOCIAL    CLASSE NORMALE
S05859;8;AGENT DE SERVICE DE 2EME CATEGORIE;110;S05861;01/01/1983;1;AGENT DE SERVICE
S05860;8;AGENT DE SERVICE DE 1ERE CATEGORIE;110;S05861;01/01/1983;1;AGENT DE SERVICE
S05864;8;ASSISTANT CHEF DE SERVICE SOCIAL;110;S11532;01/08/1991;8;CONSEILLER TECHNIQUE DE SERVICE SOCIAL
S05868;8;INFIRMIER SURVEILLANT-CHEF DES SERVICES MEDICAUX;110;S15125;01/01/2002;1;INFIRMIER CADRE SUPERIEUR DE SANTE
S05870;8;INFIRMIER DE CLASSE NORMALE;110;S12437;01/08/1993;1;INFIRMIER DE CLASSE NORMALE
S05876;8;;110;S11701;30/08/1992;1;AUXILIAIRE DE PUERICULTURE
S05877;8;;110;S11690;30/08/1992;1;AUXILIAIRE DE PUERICULTURE PRINCIPAL
S05879;8;SECRETAIRE ADMINISTRATIF DE CLASSE NORMALE;110;S12994;01/08/1995;1;SECRETAIRE ADMINIST CL NORMALE (1ER GRADE)
S05880;8;SECRETAIRE ADMINISTRATIF CHEF DE SECTION;110;S12994;01/08/1995;1;SECRETAIRE ADMINIST CL NORMALE (1ER GRADE)
S05881;8;SECRETAIRE ADMINISTRATIF EN CHEF;110;S12999;01/01/1997;1;SECRETAIRE ADMINIST CL EXCEPT (3EME GRADE)
S05885;8;MAITRE OUVRIER PRINCIPAL;110;S14287;01/08/1999;1;MAITRE OUVRIER PRINCIPAL
S05892;8;CHEF SURVEILLANT;110;S11864;01/08/1993;8;AGENT DES SERVICES TECHNIQUES DE 1ERE CLASSE
S05898;8;MAITRE OUVRIER PRINCIPAL;210;S13644;01/08/1999;8;MAITRE OUVRIER PRINCIPAL
S05911;8;;110;S11568;01/08/1994;8;SECRETAIRE MEDICAL ET SOCIAL    CLASSE NORMALE
S05917;8;;211;S10862;01/07/1990;8;SECRETAIRE MEDICAL ET SOCIAL DE CLASSE NORMALE
S05918;8;;211;S10862;01/07/1990;8;SECRETAIRE MEDICAL ET SOCIAL DE CLASSE NORMALE
S05946;8;;610;S05947;01/12/1972;1;
S06000;8;INGENIEUR EN CHEF DES SERVICES TECHNIQUES;810;S14651;07/08/1999;1;INGENIEUR EN CHEF
S06017;8;SECRETAIRE ADMINISTRATIF EN CHEF;810;S13536;01/01/1997;1;SECRETAIRE ADMINISTRATIF CL EXCEPTIONNELLE
S06018;8;SECRETAIRE ADMINISTRATIF CHEF DE SECTION;810;S13534;01/08/1995;1;SECRETAIRE ADMINISTRATIF CL NORMALE
S06019;8;SECRETAIRE ADMINISTRATIF;810;S13534;01/08/1995;1;SECRETAIRE ADMINISTRATIF CL NORMALE
S06020;8;INTERPRETE EN CHEF;810;S13533;01/01/1997;8;INTERPRETE DE CLASSE EXCEPTIONNELLE
S06021;8;INTERPRETE PRINCIPAL;810;S13530;01/08/1995;8;INTERPRETE CL NORMALE
S06022;8;INTERPRETE;810;S13530;01/08/1995;8;INTERPRETE CL NORMALE
S06024;2;ADJOINT ADMINISTRATIF CHEF DE GROUPE;810;S10740;01/08/1990;1;ADJOINT ADMINISTRATIF PRINCIPAL DE 2E CLASSE
S06025;2;ADJOINT ADMINISTRATIF;810;S10739;01/08/1990;8;ADJOINT ADMINISTRATIF
