CodeEmploiGrade_neg;LibelleEmploiNEG;FiliereNEG;CadredemploiNEG;etatemploigrade;CodeNETNEH_neg;CodeNETNEH;libelleNETNEH;cadredemploiNETNEH;FiliereNETNEH
1128;INGENIEUR EN CHEF HORS CLASSE;TECHNIQUE;Ingenieurs territoriaux;1;TTG4;TTG4;Ingénieur en chef de classe exceptionnelle;ingénieurs territoriaux;Filière technique
1129;INGENIEUR GENERAL;TECHNIQUE;Ingenieurs territoriaux;1;TTG4;TTG4;Ingénieur en chef de classe exceptionnelle;ingénieurs territoriaux;Filière technique
1130;INGENIEUR HORS CLASSE;TECHNIQUE;Ingenieurs territoriaux;1;TTG4;TTG4;Ingénieur en chef de classe exceptionnelle;ingénieurs territoriaux;Filière technique
F00003;DIRECTEUR GENERAL DES SERVICES (80 A 150 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00004;DIRECTEUR GENERAL DES SERVICES (40 A 80 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00005;DIRECTEUR GENERAL DES SERVICES (20 000 A 40 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00006;DIRECTEUR GENERAL DES SERVICES (10 000 A 20 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00007;DIRECTEUR GENERAL DES SERVICES (5 000 A 10 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00008;DIRECTEUR GENERAL ADJOINT DES SERVICES (+ 400 000 H)* (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00009;DIRECTEUR GENERAL ADJOINT DES SERVICES (150 A 400 000 H)* (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00010;DIRECTEUR GENERAL ADJOINT DES SERVICES (DE 80 A 150 000 H)* (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00011;DIRECTEUR GENERAL ADJOINT DES SERVICES (DE 40 A 80 000 H)* (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00012;DIRECTEUR GENERAL ADJOINT DES SERVICES (DE 20 A 40 000 H)* (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00014;DIRECTEUR D OPHLM DE 15 000 A 20 000 LOGEMENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00015;DIRECTEUR D OPHLM DE 10 000 A 15 000 LOGEMENTS* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00016;DIRECTEUR GENERAL CENTRE HOSP REGIONAL;DIRECTION;Emplois fonctionnels;1;300;300;Directeur général de chr niveau 1;Directeur d'hopital;Personnel de direction et personnels administratifs
F00017;DIRECTEUR GENERAL DES SERV TECH DES COMMUNES (+ 400 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00018;DIRECTEUR GENERAL DES SERV TECH DES COM (150 A 400 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00019;DIRECTEUR GENERAL DES SERVICES TECH (80 A 150 000 H)* (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00020;DIRECTEUR GENERAL DES SERVICES TECH (40 A 80 000 H)* (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00021;DIRECTEUR DES SERVICES TECHNIQUES (DE 20 A 40 000 H)* (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;;TTU1;Directeur des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00023;INGENIEUR GENERAL;TECHNIQUE;Emplois fonctionnels;1;5760;5760;Ingénieur général;Ingénieur hospitalier;Personnels techniques et ouvriers
F00025;INGENIEUR GENERAL (A P DE PARIS);TECHNIQUE;Emplois fonctionnels;1;5760;5760;Ingénieur général;Ingénieur hospitalier;Personnels techniques et ouvriers
F00028;DIRECTEUR DE CAISSE DE CREDIT MUNICIPAL (HABILITE)(*) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00029;DIRECTEUR DE CAISSE DE CREDIT MUNICIPAL (NON HABILITE)(*) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00031;DIRECTEUR GENERAL DES SERVICES (5 000 A 10 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00032;DIRECTEUR GENERAL DES SERVICES (10 000 A 20 000 H) (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00033;DIRECTEUR GENERAL DES SERVICES (20 000 A 40 000 H) (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-3;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00035;DIRECTEUR GENERAL ADJOINT DES SERVICES (DE 40 A 150 000 H) (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;TAU1-3;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00036;DIRECTEUR GENERAL ADJOINT DES SERVICES (DE 20 A 40 000 H) (SECR GENE ADJ);ADMINISTRATIF;Emplois fonctionnels;1;TAU1-2;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00037;DIRECTEUR DES ETABTS PUBLICS (DE 5 A 10 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00038;DIRECTEUR ADJOINT DES ETABTS PUBLICS (DE 20 A 40 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00039;DIRECTEUR DES ETABTS PUBLICS (DE 10 A 20 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00040;DIRECTEUR DES ETABTS PUBLICS (DE 20 A 40 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00041;DIRECTEUR ADJOINT D'ETABTS PUBLICS (DE 40 A 80 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00042;DIRECTEUR DES ETABTS PUBLICS (DE 40 A 80 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00044;DIRECTEUR ADJOINT D'ETABTS PUBLICS (DE 80 A 150 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00045;DIRECTEUR ADJOINT D'ETABTS PUBLICS (DE 150 A 400 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00046;DIRECTEUR GENERAL DES ETABTS PUBLICS (80 A 150 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00047;DIRECTEUR ADJOINT D'ETABTS PUBLICS (DE PLUS DE 400 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1L4;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00048;DIRECTEUR GENERAL DES ETABTS PUBLICS (150 A 400 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00050;DIRECTEUR DES ETABTS PUBLICS (PLUS DE 400 000 H)* (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00052;DIRECTEUR ADJOINT DES ETABTS PUBLICS (DE 20 A 40 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1L1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00055;DIRECTEUR GENERAL DES ETABTS PUBLICS (20 A 40 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00056;DIRECTEUR ADJOINT D'ETABTS PUBLICS (DE 40 A 150 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1L2;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00058;DIRECTEUR DE CAISSE DE CREDIT MUNICIPAL (NON HABILITE) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2M1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00059;DIRECTEUR DE CAISSE DE CREDIT MUNICIPAL (HABILITE) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00060;DIRECTEUR GENERAL DES SERV TECH DES COM (80 A 150 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00062;DIRECTEUR GENERAL DES SERV TECH DES COM (40 A 80 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2-1;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00063;DIRECTEUR DES SERV TECH DES COM (20 A 40 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU1-2;TTU1;Directeur des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00064;DIRECTEUR GENERAL ADJOINT DES SERVICES (150 A 400 000 H)* ( SECR GENE ADJ );ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00065;DIRECTEUR GENERAL DES SERVICES (40 A 80 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00066;DIRECTEUR GENERAL SERVICES DEPARTEMENTS (+ 900 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2D2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00067;DIRECTEUR GENERAL SERVICES REGIONS (+ 2 000 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2R2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00068;DIRECTEUR GENERAL SCES DEPTS INF OU = 900000H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2D1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00069;DIRECTEUR GAL SCES REGIONS INF OU = 2000000 H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2R1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00070;DIRECTEUR GENERAL ADJOINT SERVICES DEPARTEMENTS (+900 000 H)(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1D2;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00071;DIRECTEUR GENERAL ADJOINT SERVICES REGIONS (+2 000 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1R2;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00072;DIRECTEUR GAL ADJT SCES DEPTS INF/= 900000 H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1D1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00073;DIRECTEUR GAL ADJT SCES REGION INF/= 2000000H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1R1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00074;DIRECTEUR GENERAL DES SERVICES REGION ILE DE FRANCE (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00075;DIRECTEUR GENERAL ADJOINT DES SERVICES DE LA REGION D'ILE DEFRANCE;ADMINISTRATIF;Emplois fonctionnels;1;TAU1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00076;DIRECTEUR ADJOINT D'ETABTS PUBLICS (DE 150 A 400 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1L3;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00077;DIRECTEUR GENERAL D'ETABTS PUBLICS (40 A 80 000 HAB) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00081;DIRECTEUR GENERAL ADJOINT CENTRE HOSP REGIONAL;DIRECTION;Emplois fonctionnels;1;320;320;Directeur général adjoint de chr;Directeur d'hopital;Personnel de direction et personnels administratifs
F00084;DIRECTEUR GENERAL CENTRE HOSP REGIONAL;DIRECTION;Emplois fonctionnels;1;300;300;Directeur général de chr niveau 1;Directeur d'hopital;Personnel de direction et personnels administratifs
F00087;DIRECTEUR GENERAL ADJOINT HOSPICES CIVILS DE LYON;DIRECTION;Emplois fonctionnels;1;320;320;Directeur général adjoint de chr;Directeur d'hopital;Personnel de direction et personnels administratifs
F00088;DIRECTEUR GENERAL ADJOINT DE L'A P DE MARSEILLE;DIRECTION;Emplois fonctionnels;1;320;320;Directeur général adjoint de chr;Directeur d'hopital;Personnel de direction et personnels administratifs
F00090;DIRECTEUR D OPHLM DE 5 000 A 10 000 LOGEMENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2H1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00091;DIRECTEUR D OPHLM DE 10 001 A 15 000 LOGEMENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00092;DIRECTEUR DE CENTRE DE GESTION DE 5 000 A 9 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2G1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00093;DIRECTEUR ADJOINT DE CENTRE DE GESTION 5 000 A 9 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1G1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00095;DIRECTEUR DE CENTRE DE GESTION DE 12 001 A 20 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00096;DIRECTEUR DE CENTRE DE GESTION DE 9 001 A 12 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00097;DIRECTEUR DE CENTRE DE GESTION DE 20 001 A 30 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00098;DIRECTEUR ADJOINT DE CENTRE DE GEST 20 001 A 30 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00099;DIRECTEUR DE CENTRE DE GESTION DE PLUS DE 30 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00100;DIRECTEUR ADJOINT DE CENTRE DE GESTION PLUS DE 30 000 AGENTS(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00101;DIRECTEUR D'OPHLM DE PLUS DE 20 000 LOGEMENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00102;DIRECTEUR GENERAL DES SERVICES (150 A 400 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00103;DIRECTEUR GENERAL DES SERVICES (PLUS DE 400 000 H)* (SECRETAIRE GENERAL);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00104;DIRECTEUR GENERAL DU CNFPT (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-C;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00105;DIRECTEUR GENERAL ADJOINT DU CNFPT (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1-C;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00106;DIRECTEUR DE DELEGATION DU CNFPT (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1DC;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00108;DIRECTEUR DU CIG DE LA PTE COURONNE (DEPT:92-93-94) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2PC;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00109;DIRECTEUR ADJOINT DU CIG DE LA PTE COURONNE (DEPT:92-93-94) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1PC;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00110;DIRECTEUR DU CIG DE LA GRANDE COURONNE (DEPT:77-78-91-95) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2GC;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00111;DIRECTEUR ADJOINT DU CIG DE LA GRDE COUR (DEPT:77-78-91-95) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1GC;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00113;DIRECTEUR ADJOINT DE CENTRE DE GESTION 9 001 A 20 000 AGENTS(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1G2;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00116;DIRECTEUR GENERAL DES SERVICES (+ 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-7;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00117;DIRECTEUR GENERAL DES SERVICES (150 000 A 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-6;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00118;DIRECTEUR GENERAL DES SERVICES (80 000 A 150 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-5;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00119;DIRECTEUR GENERAL DES SERVICES (40 000 A 80 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-4;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00120;DIRECTEUR GENERAL DES SERVICES (3 500 A 10 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00121;DIRECTEUR GENERAL DE COMMUNAUTES URBAINES ET AGGLOMERATIONS (PLUS DE 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-U;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00122;DIRECTEUR GAL DES ETABTS PUBLICS LOCAUX (PLUS DE 400 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2L5;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00123;DIRECTEUR GENERAL ADJOINT DES SERVICES (PLUS DE 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU1-5;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00124;DIRECTEUR GENERAL ADJOINT DES SERVICES (150 A 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU1-4;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00126;DIRECTEUR GENERAL DES SERV TECH DES EPCI (+ 400 000 H);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
